cluster_id,pcm_id,candidate_pool_status,n_survivors_in_cluster,TOPSIS_rank,PROMETHEE_II_rank,VIKOR_rank,GRA_rank,borda_score,copeland_score,kendalls_w_cluster,entropy_weight_dominant_criterion,entropy_weight_dominant_value,top3_at_lambda05,top3_at_lambda00,mc_top3_inclusion_pct,mc_top1_retention_pct,mc_rank_reversal_freq_cluster,mc_mean_spearman_vs_baseline_cluster,pcm_database_status,upstream_cluster_profile_fingerprint
1,n-Docosane (C22),healthy,15,11,4,10,9,26.0,-2,0.6169642857142857,supercooling,0.48133471039214915,False,False,0.5,0.0,1.0,0.6960483723314628,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2542_3_1788852715.534
1,Lauric acid (C12),healthy,15,10,12,13,8,17.0,-8,0.6169642857142857,supercooling,0.48133471039214915,False,False,7.3,0.5,1.0,0.6960483723314628,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2542_3_1788852715.534
1,RT45HC,healthy,15,9,6,11,11,23.0,-4,0.6169642857142857,supercooling,0.48133471039214915,False,False,1.3,0.2,1.0,0.6960483723314628,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2542_3_1788852715.534
1,n-Tricosane (C23),healthy,15,13,14,15,13,5.0,-12,0.6169642857142857,supercooling,0.48133471039214915,False,False,0.0,0.0,1.0,0.6960483723314628,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2542_3_1788852715.534
1,savE® OM49,healthy,15,14,13,14,14,5.0,-12,0.6169642857142857,supercooling,0.48133471039214915,False,False,0.2,0.0,1.0,0.6960483723314628,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2542_3_1788852715.534
1,Paraffin/HDPE PCM3,healthy,15,3,3,5,5,44.0,10,0.6169642857142857,supercooling,0.48133471039214915,True,False,60.199999999999996,21.0,1.0,0.6960483723314628,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2542_3_1788852715.534
1,PlusICE A50,healthy,15,8,11,8,15,18.0,-3,0.6169642857142857,supercooling,0.48133471039214915,False,False,7.1,0.6,1.0,0.6960483723314628,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2542_3_1788852715.534
1,savE® OM50,healthy,15,2,1,2,4,51.0,12,0.6169642857142857,supercooling,0.48133471039214915,True,True,72.3,31.7,1.0,0.6960483723314628,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2542_3_1788852715.534
1,Paraffin/HDPE PCM6,healthy,15,4,7,4,6,39.0,8,0.6169642857142857,supercooling,0.48133471039214915,False,False,36.6,8.5,1.0,0.6960483723314628,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2542_3_1788852715.534
1,Paraffin/HDPE PCM2,healthy,15,6,8,3,7,36.0,5,0.6169642857142857,supercooling,0.48133471039214915,False,False,33.4,8.0,1.0,0.6960483723314628,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2542_3_1788852715.534
1,PlusICE A52,healthy,15,7,5,7,12,29.0,1,0.6169642857142857,supercooling,0.48133471039214915,False,False,13.200000000000001,2.1,1.0,0.6960483723314628,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2542_3_1788852715.534
1,n-Tetracosane (C24),healthy,15,5,2,6,10,37.0,5,0.6169642857142857,supercooling,0.48133471039214915,False,True,10.4,1.7999999999999998,1.0,0.6960483723314628,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2542_3_1788852715.534
1,Palmitic-Stearic eutectic (64.2/35.8),healthy,15,1,10,1,2,46.0,14,0.6169642857142857,supercooling,0.48133471039214915,True,True,67.5,37.7,1.0,0.6960483723314628,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2542_3_1788852715.534
1,C22H46 (docosane-class paraffin),healthy,15,15,15,9,1,20.0,-8,0.6169642857142857,supercooling,0.48133471039214915,False,False,0.0,0.0,1.0,0.6960483723314628,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2542_3_1788852715.534
2,savE® OM42,healthy,17,12,8,12,2,34.0,-1,0.6078431372549019,supercooling,0.5260306124273789,False,False,2.1999999999999997,0.0,1.0,0.79246515289374,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2542_3_1788852715.534
2,RT47,healthy,17,9,14,16,17,12.0,-12,0.6078431372549019,supercooling,0.5260306124273789,False,False,0.0,0.0,1.0,0.79246515289374,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2542_3_1788852715.534
2,n-Docosane (C22),healthy,17,11,3,10,11,33.0,1,0.6078431372549019,supercooling,0.5260306124273789,False,False,6.0,0.2,1.0,0.79246515289374,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2542_3_1788852715.534
2,Lauric acid (C12),healthy,17,8,11,13,6,30.0,-3,0.6078431372549019,supercooling,0.5260306124273789,False,False,3.1,0.0,1.0,0.79246515289374,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2542_3_1788852715.534
2,RT45HC,healthy,17,7,4,11,12,34.0,1,0.6078431372549019,supercooling,0.5260306124273789,False,False,9.3,1.2,1.0,0.79246515289374,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2542_3_1788852715.534
2,savE® OM46,healthy,17,14,13,14,8,19.0,-8,0.6078431372549019,supercooling,0.5260306124273789,False,False,0.0,0.0,1.0,0.79246515289374,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2542_3_1788852715.534
2,n-Tricosane (C23),healthy,17,16,15,15,13,9.0,-13,0.6078431372549019,supercooling,0.5260306124273789,False,False,0.1,0.0,1.0,0.79246515289374,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2542_3_1788852715.534
2,RT50,healthy,17,6,7,8,16,31.0,2,0.6078431372549019,supercooling,0.5260306124273789,False,False,4.2,0.0,1.0,0.79246515289374,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2542_3_1788852715.534
2,Paraffin/Expanded graphite (85.56% paraffin),healthy,17,13,16,9,10,20.0,-7,0.6078431372549019,supercooling,0.5260306124273789,False,False,0.3,0.0,1.0,0.79246515289374,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2542_3_1788852715.534
2,savE® OM49,healthy,17,15,12,17,14,10.0,-13,0.6078431372549019,supercooling,0.5260306124273789,False,False,0.5,0.0,1.0,0.79246515289374,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2542_3_1788852715.534
2,Paraffin/HDPE PCM3,healthy,17,2,2,2,4,58.0,14,0.6078431372549019,supercooling,0.5260306124273789,True,True,80.4,30.2,1.0,0.79246515289374,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2542_3_1788852715.534
2,PlusICE A50,healthy,17,5,10,5,15,33.0,4,0.6078431372549019,supercooling,0.5260306124273789,False,False,5.0,0.2,1.0,0.79246515289374,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2542_3_1788852715.534
2,savE® OM50,healthy,17,1,1,1,3,62.0,16,0.6078431372549019,supercooling,0.5260306124273789,True,True,93.89999999999999,54.1,1.0,0.79246515289374,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2542_3_1788852715.534
2,Paraffin/HDPE PCM6,healthy,17,3,5,3,5,52.0,12,0.6078431372549019,supercooling,0.5260306124273789,True,False,53.400000000000006,11.1,1.0,0.79246515289374,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2542_3_1788852715.534
2,Paraffin/HDPE PCM2,healthy,17,4,6,4,7,47.0,10,0.6078431372549019,supercooling,0.5260306124273789,False,True,42.1,10.0,1.0,0.79246515289374,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2542_3_1788852715.534
2,savE® OM48,healthy,17,10,9,7,9,33.0,2,0.6078431372549019,supercooling,0.5260306124273789,False,False,9.700000000000001,0.5,1.0,0.79246515289374,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2542_3_1788852715.534
2,C22H46 (docosane-class paraffin),healthy,17,17,17,6,1,27.0,-5,0.6078431372549019,supercooling,0.5260306124273789,False,False,0.2,0.0,1.0,0.79246515289374,"COMPLETE — 55-row manufacturer database (+7 literature rows = 62 candidates total) as of 2026-08-12, inside the 40-60-row target (was ~25 rows/18 manufacturer at the prior run)",2542_3_1788852715.534
